Column,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,department,objectName,title,culture,period,artistDisplayBio,artistAlphaSort,artistNationality,artistGender,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,classification,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
4379,39390.0,False,"1987.142.325a, b",1987,True,https://images.metmuseum.org/CRDImages/as/original/DT8682.jpg,Asian Art,FIgurine,Seated Four-Armed Ganesha,India,Chola period (880–1279),,,,,late 12th–13th century,1171.0,1299.0,Copper alloy,H. 2 7/8 in. (7.3 cm); W. 2 3/8 in. (6 cm); D. 1 3/4 in. (4.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.4450088, 'Height': 7.3025146, 'Width': 6.032512}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39390,"[{'term': 'Ganesha', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000387', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1579'}, {'term': 'Hinduism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073727', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9089'}]",,False,
4380,38486.0,False,1987.142.39,1987,True,https://images.metmuseum.org/CRDImages/as/original/264847.jpg,Asian Art,Mirror handle,Mirror Handle with a Preening Woman,India,,,,,,6th–8th century,500.0,799.0,Schist,H. 2 3/4 in. (7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 7}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38486,"[{'term': 'Kashmir', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018817', 'Wikidata_URL': None}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",,False,
4381,38936.0,False,1987.142.283,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_283.jpg,Asian Art,Figurine,Royal Riders on an Elephant,India,Chola period (880–1279),,,,,ca. 11th century,950.0,1150.0,Copper alloy,H. 3 7/16 in. (8.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 8.7}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38936,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Elephants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250160', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7378'}]",,False,
4382,38946.0,False,1987.142.207,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_207_S2_sf.jpg,Asian Art,Figure,Horned Lion (Vyala),India,Pallava period,,,,,ca. 8th century,650.0,850.0,Bronze,H. 3 3/4 in. (9.5 cm); W. 2 in. (5.1 cm); D. 2 1/2 in. (6.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.350013, 'Height': 9.525019, 'Width': 5.08001}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38946,"[{'term': 'Mythical Creatures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375725', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2239243'}]",,False,
4383,38988.0,False,1987.142.311,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_311.jpg,Asian Art,Fragment of halo,Standing Bodhisattva,Pakistan,,,,,,8th–9th century,700.0,899.0,Bronze,H. 5 5/8 in. (14.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 14.3}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38988,"[{'term': 'Swat Valley', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018848', 'Wikidata_URL': None}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Bodhisattvas', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300264360', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178149'}]",,False,
4384,38968.0,False,"1987.142.326a, b",1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_326ab_O.jpg,Asian Art,Mirror handle,Mirror Handle with a Woman Holding a Mirror,Pakistan,,,,,,1st century BCE–1st century CE,-100.0,99.0,Bronze,H. 3 13/16 in. (9.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 9.7}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38968,"[{'term': 'Gandhara', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018889', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q213651'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",,False,
4385,37422.0,False,1987.142.178,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_178.jpg,Asian Art,Linga,Ritual Object (Linga?),Indonesia,Eastern Javanese period,,,,,ca. 11th century,950.0,1150.0,Bronze,H. 8 in. (20.3 cm); Diam. 4 1/8 in. (10.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 10.477521, 'Height': 20.32004}}]","Sameul Eilenberg Collection Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/37422,,,False,
4386,38096.0,False,1987.142.212,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_212_F.jpg,Asian Art,Dish,Dish with Eros on a Swan,Pakistan,,,,,,ca. 1st century BCE,-150.0,-1.0,Schist,Diam. 3 1/16 in. (7.8 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 7.8}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38096,"[{'term': 'Gandhara', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018889', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q213651'}, {'term': 'Eros', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000613', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q121973'}]",,False,
4387,38434.0,False,1987.142.363,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_363.jpg,Asian Art,Figure,A Demon Victim of Durga's Wrath,Nepal,,,,,,13th century,1200.0,1299.0,Gilt copper,H. 3 1/2 in. (8.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 8.9}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38434,"[{'term': 'Durga', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001417', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q382973'}, {'term': 'Hinduism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073727', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9089'}]",,False,
4388,38255.0,False,1987.142.52,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_52.jpg,Asian Art,Portable linga section,"Section of a Diptych in Linga Form, Interior Depicting Parvati, the Consort of Shiva",India,,,,,,6th–7th century,500.0,699.0,Chlorite schist,H. 3 in. (7.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 7.6}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38255,"[{'term': 'Kashmir', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018817', 'Wikidata_URL': None}, {'term': 'Parvati', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001899', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q170485'}, {'term': 'Hinduism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073727', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9089'}]",,False,
4389,38288.0,False,1987.142.389,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_389_B.jpg,Asian Art,Amulet,Amulet in the Form of a Warrior,India,Shunga period,,,,,2nd–1st century BCE,-200.0,-1.0,Terracotta,H. 2 1/8 in. (5.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5.4}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38288,"[{'term': 'Shunga', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018880', 'Wikidata_URL': None}, {'term': 'Amulets', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266585', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q131557'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}]",,False,
4390,38427.0,False,"1987.142.46a, b",1987,True,https://images.metmuseum.org/CRDImages/as/original/DP-17989-035.jpg,Asian Art,Reliquary,Reliquary,Pakistan,,,,,,First three quarters of the 1st century(?),1.0,75.0,Schist,Diam. 2  in. (5.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 0.2}}, {'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 5.1}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38427,"[{'term': 'Gandhara', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018889', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q213651'}]",,False,
4391,38274.0,False,1987.142.285,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_285.jpg,Asian Art,Head,Head of a Male Deity,Indonesia,Central Javanese period,,,,,second half of the 9th century,850.0,899.0,Andesite,H. 6 7/8 in. (17.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 17.5}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38274,"[{'term': 'Heads', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375054', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3409626'}]",https://www.wikidata.org/wiki/Q105962701,False,
4392,38429.0,False,"1987.142.48a, b",1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_48ab.JPG,Asian Art,Reliquary,Reliquary,Pakistan,,,,,,1st century,1.0,99.0,Schist,Diam. 7/8  in. (2.3 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 2.3}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 0.7}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38429,"[{'term': 'Gandhara', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018889', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q213651'}]",,False,
4393,38494.0,False,1987.142.106,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_106.jpg,Asian Art,Dish,Dish with Busts of a Man and Woman,Pakistan,,,,,,2nd–1st century BCE,-200.0,-1.0,Schist,Diam. 5 5/8  in. (14.3 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 14.3}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38494,"[{'term': 'Gandhara', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018889', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q213651'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",,False,
4394,38521.0,False,1987.142.92,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_92_O.jpg,Asian Art,Relief fragment,Bodhisattva in Contemplative Pose,Pakistan,,,,,,5th–6th century,400.0,599.0,Stone,H. 3 5/8 in. (9.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 9.2}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38521,"[{'term': 'Kashmir', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018817', 'Wikidata_URL': None}, {'term': 'Contemplation', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300264547', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1123855'}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Bodhisattvas', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300264360', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178149'}]",,False,
4395,39154.0,False,1987.142.261a–c,1987,True,https://images.metmuseum.org/CRDImages/as/original/DP102314.jpg,Asian Art,Figure,Pull Toy of a Cart and Driver,Indonesia,Majapahit period (1296–1520),,,,,ca. 15th century,1350.0,1550.0,Bronze,H. 10 11/16 in. (27.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 27.2}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-11-11T04:51:55.68Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39154,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Carts', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300212695', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q234668'}, {'term': 'Toys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300211037', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11422'}]",https://www.wikidata.org/wiki/Q83562162,True,
4396,39060.0,False,1987.142.259,1987,True,https://images.metmuseum.org/CRDImages/as/original/DP100682.jpg,Asian Art,Figure,Standing Boar,Indonesia,Eastern Javanese period,,,,,ca. 14th century,1250.0,1450.0,Bronze,W. 6 13/16 in. (17.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Width': 17.3}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-11-11T04:51:55.68Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39060,"[{'term': 'Boars', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250112', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q58697'}]",https://www.wikidata.org/wiki/Q83562153,True,
4405,54688.0,False,14.76.61.51,1914,True,https://images.metmuseum.org/CRDImages/as/original/DP341225.jpg,Asian Art,Hanging scroll,Shakyamuni Subjugating Demons,Japan,Meiji period (1868–1912),"Japanese, 1831–1889",Kawanabe Kyōsai,Japanese,,ca. 1888,1878.0,1898.0,Album leaf mounted as a hanging scroll; ink and color on silk,14 1/2 x 11 in. (36.8 x 27.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 36.8, 'Width': 27.9}}]","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",Paintings,2025-10-21T13:08:39.33Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/54688,"[{'term': 'Dragons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375726', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7559'}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Shakyamuni', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000851', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9441'}]",https://www.wikidata.org/wiki/Q78750568,False,
4406,40299.0,False,"2019.193.22a, b",2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-27920-001.jpg,Asian Art,Container,Covered rice server container,Japan,Momoyama period (1573–1615),,,,,,1573.0,1615.0,Red and black lacquer (Negoro ware),H. 6 1/8 in. (15.5 cm); Diam. 11 7/8 in. (30.2 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 30.2}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 15.6}}]","Gift of Florence and Herbert Irving, 2019",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40299,,,False,
4407,40283.0,False,2019.193.15,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-26255-001.jpg,Asian Art,Round tray,Round tray,Japan,Muromachi period (1392–1573),,,,,15th–16th century,1400.0,1600.0,"Negoro ware, red lacquer",Diam.15 in. (38.2 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 38.1}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 0.38}}]","Gift of Florence and Herbert Irving, 2019",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40283,,,False,
4408,40281.0,False,2019.193.16,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-26256-001.jpg,Asian Art,Tray,Round tray on three feet,Japan,Muromachi period (1392–1573),,,,,15th–16th century,1300.0,1600.0,"Negoro ware, red lacquer",H. 5 1/4 in. (13.3 cm); Diam. 14 5/8 in. (37.1 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 37.1}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 13.3}}]","Gift of Florence and Herbert Irving, 2019",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40281,,,False,
4409,40269.0,False,"2015.500.1.64a, b",2015,True,https://images.metmuseum.org/CRDImages/as/original/DP704102.jpg,Asian Art,Box,Circular Food Box with Dragons and the Character Shou (Longevity),China,Qing dynasty (1644–1911),,,,,18th–19th century,1700.0,1899.0,"Black and red lacquer painted with gold, lacquer, and oil colors",H. 8 1/2 in.(21.6 cm); Diam. 22 5/8 in.(57.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 57.4676, 'Height': 21.6}}]","Gift of Florence and Herbert Irving, 2015",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40269,"[{'term': 'Dragons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375726', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7559'}]",,False,
4410,40263.0,False,2015.500.6.108,2015,True,https://images.metmuseum.org/CRDImages/as/original/DP355776.jpg,Asian Art,Vase,Fang-shaped vase,China,"Ming–Qing dynasty, Transitional period",,,,,mid-17th century,1636.0,1670.0,Bronze with gilding and black lacquer with mother-of-pearl inlay,"H. 5 3/8 in. (13.7 cm); W. 3 1/4 in. (8.3 cm); L. 3 1/4 in. (8.3 cm)
On block: H. 6 1/2 in. (16.5 cm); W. 3 1/4 (8.3 cm); D. 3 1/4 (8.3 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.3, 'Height': 13.7, 'Width': 8.3}}, {'elementName': 'Overall', 'elementDescription': 'On block', 'elementMeasurements': {'Depth': 8.255016, 'Height': 16.510033, 'Weight': 0.854, 'Width': 8.255016}}]","Gift of Florence and Herbert Irving, 2015",Metalwork,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40263,,,False,
